acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song,speechiness,tempo,time_signature,track_href,type,uri,valence
0.0545,https://api.spotify.com/v1/audio-analysis/4lBdMyuLs20GJGi4vnWrZr,0.481,278454,0.654,4lBdMyuLs20GJGi4vnWrZr,7.03E-06,10,0.306,-4.331,0,Baby Daddy (Amended Version) - Lil Scrappy,0.327,170.864,4,https://api.spotify.com/v1/tracks/4lBdMyuLs20GJGi4vnWrZr,audio_features,spotify:track:4lBdMyuLs20GJGi4vnWrZr,0.764
0.0181,https://api.spotify.com/v1/audio-analysis/1C607LF3GjH7n2Eh8rqgRe,0.466,237107,0.892,1C607LF3GjH7n2Eh8rqgRe,0,7,0.102,-3.26,1,Baby Fratelli - The Fratellis,0.096,124.256,4,https://api.spotify.com/v1/tracks/1C607LF3GjH7n2Eh8rqgRe,audio_features,spotify:track:1C607LF3GjH7n2Eh8rqgRe,0.566
0.00391,https://api.spotify.com/v1/audio-analysis/28yT0sZlkqStSByo1j58J4,0.936,260867,0.76,28yT0sZlkqStSByo1j58J4,3.39E-06,1,0.0394,-7.873,1,Baby Got Back - Sir Mix-A-Lot,0.282,128.479,4,https://api.spotify.com/v1/tracks/28yT0sZlkqStSByo1j58J4,audio_features,spotify:track:28yT0sZlkqStSByo1j58J4,0.657
0.755,https://api.spotify.com/v1/audio-analysis/7glV2fqyoEBB80RBZ8XLQT,0.636,180867,0.191,7glV2fqyoEBB80RBZ8XLQT,0.000415,7,0.117,-13.638,1,Baby I Want You - Amos Lee,0.0356,142.511,4,https://api.spotify.com/v1/tracks/7glV2fqyoEBB80RBZ8XLQT,audio_features,spotify:track:7glV2fqyoEBB80RBZ8XLQT,0.309
0.277,https://api.spotify.com/v1/audio-analysis/47qzx5WwQpMI2ItFqLeIkP,0.498,141213,0.777,47qzx5WwQpMI2ItFqLeIkP,2.47E-05,9,0.405,-5.01,1,Baby Let Me Take You Home - The Animals,0.0403,140.007,4,https://api.spotify.com/v1/tracks/47qzx5WwQpMI2ItFqLeIkP,audio_features,spotify:track:47qzx5WwQpMI2ItFqLeIkP,0.927
0.782,https://api.spotify.com/v1/audio-analysis/5uES1C2NgkdrNHiCwf9jRr,0.582,158040,0.636,5uES1C2NgkdrNHiCwf9jRr,0,0,0.534,-9.266,1,Baby Love - The Supremes,0.0381,135.769,4,https://api.spotify.com/v1/tracks/5uES1C2NgkdrNHiCwf9jRr,audio_features,spotify:track:5uES1C2NgkdrNHiCwf9jRr,0.715
0.147,https://api.spotify.com/v1/audio-analysis/14OHnyemcR0T6ur9qrJfFW,0.651,253987,0.721,14OHnyemcR0T6ur9qrJfFW,0.79,7,0.11,-10.497,0,Baby M - Marumari,0.207,100.015,4,https://api.spotify.com/v1/tracks/14OHnyemcR0T6ur9qrJfFW,audio_features,spotify:track:14OHnyemcR0T6ur9qrJfFW,0.487
0.323,https://api.spotify.com/v1/audio-analysis/2l9p0OhXXyVaUoZVYVXcCu,0.669,296520,0.557,2l9p0OhXXyVaUoZVYVXcCu,0.000389,9,0.0748,-9.055,1,Baby said - Hot Chip,0.1,133.949,4,https://api.spotify.com/v1/tracks/2l9p0OhXXyVaUoZVYVXcCu,audio_features,spotify:track:2l9p0OhXXyVaUoZVYVXcCu,0.746
0.0598,https://api.spotify.com/v1/audio-analysis/5jLqVCGlKNYrLqCA1Qy4FV,0.737,265667,0.543,5jLqVCGlKNYrLqCA1Qy4FV,0.01,8,0.103,-10.403,1,Babylon - David Gray,0.0374,112.016,4,https://api.spotify.com/v1/tracks/5jLqVCGlKNYrLqCA1Qy4FV,audio_features,spotify:track:5jLqVCGlKNYrLqCA1Qy4FV,0.256
0.0957,https://api.spotify.com/v1/audio-analysis/39zkSonFblblwX884RsZf1,0.556,213027,0.888,39zkSonFblblwX884RsZf1,0,11,0.45,-10.568,0,Babylon - The New York Dolls,0.196,139.44,4,https://api.spotify.com/v1/tracks/39zkSonFblblwX884RsZf1,audio_features,spotify:track:39zkSonFblblwX884RsZf1,0.475
0.509,https://api.spotify.com/v1/audio-analysis/1YNhmLrfv9fOyv7ClZ0Gre,0.465,353187,0.424,1YNhmLrfv9fOyv7ClZ0Gre,0.0132,10,0.0661,-10.035,1,Babylon Sisters - Steely Dan,0.0577,60.528,4,https://api.spotify.com/v1/tracks/1YNhmLrfv9fOyv7ClZ0Gre,audio_features,spotify:track:1YNhmLrfv9fOyv7ClZ0Gre,0.474
0.0598,https://api.spotify.com/v1/audio-analysis/080thMRVMSfE5fem7HBaoF,0.438,316600,0.913,080thMRVMSfE5fem7HBaoF,8.00E-06,0,0.107,-4.458,0,Bachelorette (Family Tree Version) - Bjork,0.0858,96.959,4,https://api.spotify.com/v1/tracks/080thMRVMSfE5fem7HBaoF,audio_features,spotify:track:080thMRVMSfE5fem7HBaoF,0.329
0.000643,https://api.spotify.com/v1/audio-analysis/5mdI4cjioO7Ufvcrt283ij,0.598,228320,0.743,5mdI4cjioO7Ufvcrt283ij,0,1,0.112,-6.163,1,Back Against The Wall - Cage The Elephant,0.0307,110.337,4,https://api.spotify.com/v1/tracks/5mdI4cjioO7Ufvcrt283ij,audio_features,spotify:track:5mdI4cjioO7Ufvcrt283ij,0.533
0.542,https://api.spotify.com/v1/audio-analysis/6mwA6YiKDjAUG8kWvRRUPh,0.649,263667,0.357,6mwA6YiKDjAUG8kWvRRUPh,0,11,0.151,-9.09,1,Back At One - Brian McKnight,0.0307,129.798,4,https://api.spotify.com/v1/tracks/6mwA6YiKDjAUG8kWvRRUPh,audio_features,spotify:track:6mwA6YiKDjAUG8kWvRRUPh,0.241
0.24,https://api.spotify.com/v1/audio-analysis/3EjmNhVqZ4FjK8ZyVKWKM6,0.788,243013,0.652,3EjmNhVqZ4FjK8ZyVKWKM6,2.12E-06,2,0.0712,-2.459,1,Back Down - 50 Cent,0.165,89.033,4,https://api.spotify.com/v1/tracks/3EjmNhVqZ4FjK8ZyVKWKM6,audio_features,spotify:track:3EjmNhVqZ4FjK8ZyVKWKM6,0.241
0.199,https://api.spotify.com/v1/audio-analysis/5v1SuYGd6VFMGu8nVHzajO,0.742,286920,0.549,5v1SuYGd6VFMGu8nVHzajO,0.0151,5,0.186,-9.549,0,Back In The Day - Erykah Badu,0.0955,91.798,4,https://api.spotify.com/v1/tracks/5v1SuYGd6VFMGu8nVHzajO,audio_features,spotify:track:5v1SuYGd6VFMGu8nVHzajO,0.541
0.00802,https://api.spotify.com/v1/audio-analysis/2rAYKaI1uav6EH0unyWESS,0.391,251667,0.821,2rAYKaI1uav6EH0unyWESS,0,8,0.238,-4.548,1,Back In Time - V V Brown,0.05,119.988,4,https://api.spotify.com/v1/tracks/2rAYKaI1uav6EH0unyWESS,audio_features,spotify:track:2rAYKaI1uav6EH0unyWESS,0.547
0.189,https://api.spotify.com/v1/audio-analysis/5YAlAZZTcLq2DsHJFMNniq,0.905,232813,0.789,5YAlAZZTcLq2DsHJFMNniq,0.0129,0,0.123,-6.104,1,Back It Up - Caro Emerald,0.14,107.972,4,https://api.spotify.com/v1/tracks/5YAlAZZTcLq2DsHJFMNniq,audio_features,spotify:track:5YAlAZZTcLq2DsHJFMNniq,0.714
0.262,https://api.spotify.com/v1/audio-analysis/7AFJW3HT297zvCNzJ2CMjz,0.559,180227,0.936,7AFJW3HT297zvCNzJ2CMjz,2.99E-05,11,0.0728,-4.415,1,Back Porch - The Presidents of the United States of America,0.0842,141.726,4,https://api.spotify.com/v1/tracks/7AFJW3HT297zvCNzJ2CMjz,audio_features,spotify:track:7AFJW3HT297zvCNzJ2CMjz,0.836
0.017,https://api.spotify.com/v1/audio-analysis/6o2g1BJvtYQssH84kBYs7y,0.877,265600,0.71,6o2g1BJvtYQssH84kBYs7y,0,7,0.1,-7.058,1,Back That Azz Up - Juvenile / Mannie Fresh / Lil Wayne,0.139,95.832,4,https://api.spotify.com/v1/tracks/6o2g1BJvtYQssH84kBYs7y,audio_features,spotify:track:6o2g1BJvtYQssH84kBYs7y,0.51
0.179,https://api.spotify.com/v1/audio-analysis/30FURVTCpbKyykjSEQzGkH,0.513,240440,0.724,30FURVTCpbKyykjSEQzGkH,1.82E-05,7,0.086,-3.25,0,Back To Black - Amy Winehouse,0.0398,123.439,4,https://api.spotify.com/v1/tracks/30FURVTCpbKyykjSEQzGkH,audio_features,spotify:track:30FURVTCpbKyykjSEQzGkH,0.34
0.00818,https://api.spotify.com/v1/audio-analysis/0AywS4uPzDmkSW1wX7014k,0.51,268880,0.621,0AywS4uPzDmkSW1wX7014k,1.64E-05,9,0.148,-5.697,1,Back To Me - The All-American Rejects,0.0258,86.897,4,https://api.spotify.com/v1/tracks/0AywS4uPzDmkSW1wX7014k,audio_features,spotify:track:0AywS4uPzDmkSW1wX7014k,0.382
0.579,https://api.spotify.com/v1/audio-analysis/0MmCI9xv4UayGNAf9W5EdM,0.546,276907,0.527,0MmCI9xv4UayGNAf9W5EdM,0,11,0.0836,-6.767,0,Back To The Ground - Jamie Cullum,0.133,89.03,4,https://api.spotify.com/v1/tracks/0MmCI9xv4UayGNAf9W5EdM,audio_features,spotify:track:0MmCI9xv4UayGNAf9W5EdM,0.238
0.0102,https://api.spotify.com/v1/audio-analysis/6LUGvXEAK8WxIBYK43uoTb,0.626,186627,0.488,6LUGvXEAK8WxIBYK43uoTb,0.000188,2,0.141,-7.805,1,Back To The Old House - The Smiths,0.0253,104.13,3,https://api.spotify.com/v1/tracks/6LUGvXEAK8WxIBYK43uoTb,audio_features,spotify:track:6LUGvXEAK8WxIBYK43uoTb,0.404
0.00698,https://api.spotify.com/v1/audio-analysis/3brCbW1KbGBUvMsqUhHQEy,0.571,241640,0.835,3brCbW1KbGBUvMsqUhHQEy,3.05E-05,6,0.0639,-5.574,0,Back To You - John Mayer,0.0327,101.94,4,https://api.spotify.com/v1/tracks/3brCbW1KbGBUvMsqUhHQEy,audio_features,spotify:track:3brCbW1KbGBUvMsqUhHQEy,0.521
0.00143,https://api.spotify.com/v1/audio-analysis/1VSabRc4dacUvFHq430Y0L,0.558,451333,0.779,1VSabRc4dacUvFHq430Y0L,0.00376,3,0.161,-6.385,0,Back from hell - NARNIA,0.0497,100.021,4,https://api.spotify.com/v1/tracks/1VSabRc4dacUvFHq430Y0L,audio_features,spotify:track:1VSabRc4dacUvFHq430Y0L,0.331
0.647,https://api.spotify.com/v1/audio-analysis/6CVdTDYoDbwYj4xn8u5Gha,0.718,322600,0.718,6CVdTDYoDbwYj4xn8u5Gha,0.297,11,0.108,-10.06,1,Backdrifts - Radiohead,0.0786,93.065,4,https://api.spotify.com/v1/tracks/6CVdTDYoDbwYj4xn8u5Gha,audio_features,spotify:track:6CVdTDYoDbwYj4xn8u5Gha,0.732
0.0588,https://api.spotify.com/v1/audio-analysis/4iCdBQcpOEEcn9SsZKMJhI,0.596,186840,0.94,4iCdBQcpOEEcn9SsZKMJhI,1.73E-06,7,0.337,-1.789,1,Backstabber - Ke$ha,0.193,159.929,4,https://api.spotify.com/v1/tracks/4iCdBQcpOEEcn9SsZKMJhI,audio_features,spotify:track:4iCdBQcpOEEcn9SsZKMJhI,0.84
0.0218,https://api.spotify.com/v1/audio-analysis/3fOsKEaGwhp9TRgJnrMA2z,0.384,349507,0.712,3fOsKEaGwhp9TRgJnrMA2z,0.000589,2,0.0995,-7.92,1,Bad - U2,0.032,98.437,4,https://api.spotify.com/v1/tracks/3fOsKEaGwhp9TRgJnrMA2z,audio_features,spotify:track:3fOsKEaGwhp9TRgJnrMA2z,0.347
0.136,https://api.spotify.com/v1/audio-analysis/5fYToH2nWAzPYmWmOPNyZE,0.519,268307,0.979,5fYToH2nWAzPYmWmOPNyZE,0.862,8,0.101,-5.68,1,Bad Apples - Guns N\' Roses,0.101,122.838,4,https://api.spotify.com/v1/tracks/5fYToH2nWAzPYmWmOPNyZE,audio_features,spotify:track:5fYToH2nWAzPYmWmOPNyZE,0.594
5.13E-05,https://api.spotify.com/v1/audio-analysis/54TAxge4lHH3epm1OzTZHe,0.598,209000,0.666,54TAxge4lHH3epm1OzTZHe,0.857,1,0.519,-10.181,1,Bad Boys - Alexandra Burke Feat. Flo Rida,0.0479,140.003,4,https://api.spotify.com/v1/tracks/54TAxge4lHH3epm1OzTZHe,audio_features,spotify:track:54TAxge4lHH3epm1OzTZHe,0.863
0.000595,https://api.spotify.com/v1/audio-analysis/6nULLS7CipGMSzgQDxDpd1,0.557,262440,0.886,6nULLS7CipGMSzgQDxDpd1,9.84E-05,11,0.0904,-4.196,0,Bad Company - Five Finger Death Punch,0.0498,114.025,4,https://api.spotify.com/v1/tracks/6nULLS7CipGMSzgQDxDpd1,audio_features,spotify:track:6nULLS7CipGMSzgQDxDpd1,0.17
0.00156,https://api.spotify.com/v1/audio-analysis/5feKz5CVisvzbaAmW4Lbry,0.534,227709,0.318,5feKz5CVisvzbaAmW4Lbry,0.819,3,0.161,-10.65,1,Bad Day (Album Version) - Daniel Powter,0.0307,70.012,4,https://api.spotify.com/v1/tracks/5feKz5CVisvzbaAmW4Lbry,audio_features,spotify:track:5feKz5CVisvzbaAmW4Lbry,0.319
0.00812,https://api.spotify.com/v1/audio-analysis/3YPiprfdMFru6Ft3LBW7l5,0.569,219533,0.657,3YPiprfdMFru6Ft3LBW7l5,1.18E-06,2,0.112,-9.619,1,Bad Detective - New York Dolls,0.0556,111.451,4,https://api.spotify.com/v1/tracks/3YPiprfdMFru6Ft3LBW7l5,audio_features,spotify:track:3YPiprfdMFru6Ft3LBW7l5,0.651
0.153,https://api.spotify.com/v1/audio-analysis/0NG0Ri0W9QUGzORb40RZMF,0.744,227853,0.556,0NG0Ri0W9QUGzORb40RZMF,2.33E-06,2,0.0844,-8.94,1,Bad Is Bad - Huey Lewis & The News,0.027,90.646,4,https://api.spotify.com/v1/tracks/0NG0Ri0W9QUGzORb40RZMF,audio_features,spotify:track:0NG0Ri0W9QUGzORb40RZMF,0.684
0.146,https://api.spotify.com/v1/audio-analysis/5Wx8gy1HmidVAfvlSSwQy3,0.641,243293,0.318,5Wx8gy1HmidVAfvlSSwQy3,0.0431,4,0.157,-13.155,1,Bad Luck - Hot Chip,0.056,170.072,4,https://api.spotify.com/v1/tracks/5Wx8gy1HmidVAfvlSSwQy3,audio_features,spotify:track:5Wx8gy1HmidVAfvlSSwQy3,0.695
0.0543,https://api.spotify.com/v1/audio-analysis/66FSV5dLK5sNLZ00IfHxfD,0.641,141600,0.774,66FSV5dLK5sNLZ00IfHxfD,1.05E-05,2,0.0473,-5.916,1,Bad Moon Rising - Creedence Clearwater Revival,0.0278,89.787,4,https://api.spotify.com/v1/tracks/66FSV5dLK5sNLZ00IfHxfD,audio_features,spotify:track:66FSV5dLK5sNLZ00IfHxfD,0.942
0.0267,https://api.spotify.com/v1/audio-analysis/1nNPoG2hygEvrFGlHdhvJ9,0.753,238773,0.454,1nNPoG2hygEvrFGlHdhvJ9,0.283,9,0.116,-11.955,1,Bad News - Kanye West,0.047,106.177,4,https://api.spotify.com/v1/tracks/1nNPoG2hygEvrFGlHdhvJ9,audio_features,spotify:track:1nNPoG2hygEvrFGlHdhvJ9,0.173
0.569,https://api.spotify.com/v1/audio-analysis/4tnHUv4TXFIu5hjXjRC8JQ,0.694,199960,0.369,4tnHUv4TXFIu5hjXjRC8JQ,0,6,0.125,-13.02,0,Bad Sneakers - Steely Dan,0.0526,113.758,4,https://api.spotify.com/v1/tracks/4tnHUv4TXFIu5hjXjRC8JQ,audio_features,spotify:track:4tnHUv4TXFIu5hjXjRC8JQ,0.798
0.00133,https://api.spotify.com/v1/audio-analysis/7IzrVHRczVExyJRHbnirCp,0.224,318213,0.477,7IzrVHRczVExyJRHbnirCp,0.317,0,0.171,-12.614,1,Bad Trails - Battles,0.0661,74.801,4,https://api.spotify.com/v1/tracks/7IzrVHRczVExyJRHbnirCp,audio_features,spotify:track:7IzrVHRczVExyJRHbnirCp,0.116
0.128,https://api.spotify.com/v1/audio-analysis/1f0hWHjBRTd46tahyPjTky,0.89,495000,0.486,1f0hWHjBRTd46tahyPjTky,1.93E-05,7,0.108,-10.287,1,Bad Weed - Junior Murvin,0.0695,126.976,4,https://api.spotify.com/v1/tracks/1f0hWHjBRTd46tahyPjTky,audio_features,spotify:track:1f0hWHjBRTd46tahyPjTky,0.875
0.0622,https://api.spotify.com/v1/audio-analysis/5JjzlgRvuzEM36dx7h31pX,0.797,266067,0.594,5JjzlgRvuzEM36dx7h31pX,0,9,0.096,-7.115,0,Bada - Flaminio Maphia,0.316,92.979,4,https://api.spotify.com/v1/tracks/5JjzlgRvuzEM36dx7h31pX,audio_features,spotify:track:5JjzlgRvuzEM36dx7h31pX,0.857
0.342,https://api.spotify.com/v1/audio-analysis/7BgUcOjSOlKJXASLgJ6bx1,0.751,348893,0.423,7BgUcOjSOlKJXASLgJ6bx1,1.41E-06,5,0.0855,-9.053,0,Bag Lady - Erykah Badu,0.117,75.478,4,https://api.spotify.com/v1/tracks/7BgUcOjSOlKJXASLgJ6bx1,audio_features,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,0.61
0.143,https://api.spotify.com/v1/audio-analysis/3Sbnhrpec0ULbeWBsA6GS6,0.64,167173,0.887,3Sbnhrpec0ULbeWBsA6GS6,0,0,0.336,-5.204,0,Baggy Trousers - Madness,0.0368,144.546,4,https://api.spotify.com/v1/tracks/3Sbnhrpec0ULbeWBsA6GS6,audio_features,spotify:track:3Sbnhrpec0ULbeWBsA6GS6,0.94
0.0969,https://api.spotify.com/v1/audio-analysis/1d5jcRB7Ri9ZA0sFh1Moke,0.743,283067,0.911,1d5jcRB7Ri9ZA0sFh1Moke,0,5,0.0922,-2.414,0,Bagpipes From Baghdad - Eminem,0.262,93.037,4,https://api.spotify.com/v1/tracks/1d5jcRB7Ri9ZA0sFh1Moke,audio_features,spotify:track:1d5jcRB7Ri9ZA0sFh1Moke,0.375
0.52,https://api.spotify.com/v1/audio-analysis/3lFGBrRWUxpTfhhq6lGBRw,0.711,161907,0.803,3lFGBrRWUxpTfhhq6lGBRw,8.37E-06,0,0.0987,-4.58,1,Baila Esta Cumbia - Selena,0.124,182.92,4,https://api.spotify.com/v1/tracks/3lFGBrRWUxpTfhhq6lGBRw,audio_features,spotify:track:3lFGBrRWUxpTfhhq6lGBRw,0.787
0.0606,https://api.spotify.com/v1/audio-analysis/2bbeNsFmjZqdoDhjLsKNWe,0.64,214067,0.873,2bbeNsFmjZqdoDhjLsKNWe,0.00159,7,0.151,-4.514,1,Bailamos - Enrique Iglesias,0.0409,99.898,4,https://api.spotify.com/v1/tracks/2bbeNsFmjZqdoDhjLsKNWe,audio_features,spotify:track:2bbeNsFmjZqdoDhjLsKNWe,0.544
0.0793,https://api.spotify.com/v1/audio-analysis/5N5wKkqofPHfsMHtquybgF,0.514,249253,0.56,5N5wKkqofPHfsMHtquybgF,0.000111,8,0.311,-7.313,1,Baker Street (Edit) - Gerry Rafferty,0.0364,120.526,4,https://api.spotify.com/v1/tracks/5N5wKkqofPHfsMHtquybgF,audio_features,spotify:track:5N5wKkqofPHfsMHtquybgF,0.479
0.00168,https://api.spotify.com/v1/audio-analysis/11DdPGqDsM3ux1gVAqUIln,0.417,167440,0.824,11DdPGqDsM3ux1gVAqUIln,8.09E-05,11,0.343,-4.524,0,Balaclava - Arctic Monkeys,0.105,137.836,4,https://api.spotify.com/v1/tracks/11DdPGqDsM3ux1gVAqUIln,audio_features,spotify:track:11DdPGqDsM3ux1gVAqUIln,0.642
0.134,https://api.spotify.com/v1/audio-analysis/03YnQeX4a6RLuGszur9Pgg,0.384,490623,0.473,03YnQeX4a6RLuGszur9Pgg,0.00446,6,0.71,-10.057,0,Ball And Chain - Janis Joplin,0.169,174.301,3,https://api.spotify.com/v1/tracks/03YnQeX4a6RLuGszur9Pgg,audio_features,spotify:track:03YnQeX4a6RLuGszur9Pgg,0.694
0.105,https://api.spotify.com/v1/audio-analysis/4rM6LtZ5zL9Ug2OVFwAgCo,0.586,244227,0.672,4rM6LtZ5zL9Ug2OVFwAgCo,6.63E-05,5,0.223,-7.549,1,Ball Of Confusion (That\'s What The World Is Today) - The Temptations,0.0434,80.765,4,https://api.spotify.com/v1/tracks/4rM6LtZ5zL9Ug2OVFwAgCo,audio_features,spotify:track:4rM6LtZ5zL9Ug2OVFwAgCo,0.887
0.0229,https://api.spotify.com/v1/audio-analysis/77FD8UW3lCYVpdVK29vJb9,0.552,231093,0.842,77FD8UW3lCYVpdVK29vJb9,0,7,0.196,-4.321,1,Ballad Of A Comeback Kid - The New Pornographers,0.0454,140.066,4,https://api.spotify.com/v1/tracks/77FD8UW3lCYVpdVK29vJb9,audio_features,spotify:track:77FD8UW3lCYVpdVK29vJb9,0.762
0.36,https://api.spotify.com/v1/audio-analysis/4PI06cKGr73DfLCiSZRAU1,0.655,168333,0.517,4PI06cKGr73DfLCiSZRAU1,0.00629,0,0.144,-10.261,1,Ballad Of Big Nothing - Elliott Smith,0.0302,109.242,4,https://api.spotify.com/v1/tracks/4PI06cKGr73DfLCiSZRAU1,audio_features,spotify:track:4PI06cKGr73DfLCiSZRAU1,0.636
0.234,https://api.spotify.com/v1/audio-analysis/2QqsVubLuQIcQYZUw809F5,0.239,210907,0.495,2QqsVubLuQIcQYZUw809F5,0,4,0.224,-12.212,0,Ballad Of Mott The Hoople - Mott The Hoople,0.0577,77.783,4,https://api.spotify.com/v1/tracks/2QqsVubLuQIcQYZUw809F5,audio_features,spotify:track:2QqsVubLuQIcQYZUw809F5,0.408
0.44,https://api.spotify.com/v1/audio-analysis/3Dy8QNZ77cre9ThUPRguy0,0.745,181467,0.546,3Dy8QNZ77cre9ThUPRguy0,0.00206,5,0.205,-4.5,1,Baltimore Blues No. 1 - Deer Tick,0.0321,114.97,4,https://api.spotify.com/v1/tracks/3Dy8QNZ77cre9ThUPRguy0,audio_features,spotify:track:3Dy8QNZ77cre9ThUPRguy0,0.425
0.825,https://api.spotify.com/v1/audio-analysis/7cKLOenzViwzoHJWciMIrj,0.722,196507,0.605,7cKLOenzViwzoHJWciMIrj,0.0178,5,0.248,-6.07,1,Bam Bam - Sister Nancy,0.153,165.998,4,https://api.spotify.com/v1/tracks/7cKLOenzViwzoHJWciMIrj,audio_features,spotify:track:7cKLOenzViwzoHJWciMIrj,0.709
0.136,https://api.spotify.com/v1/audio-analysis/6Dk0sQnYPsbS42c9PXsdnO,0.325,141680,0.478,6Dk0sQnYPsbS42c9PXsdnO,0.00412,7,0.0858,-9.373,1,Banana Co - Radiohead,0.0322,81.039,4,https://api.spotify.com/v1/tracks/6Dk0sQnYPsbS42c9PXsdnO,audio_features,spotify:track:6Dk0sQnYPsbS42c9PXsdnO,0.341
0.225,https://api.spotify.com/v1/audio-analysis/6foa5mMU2HkPR2bH70z4tQ,0.618,174240,0.791,6foa5mMU2HkPR2bH70z4tQ,1.46E-05,9,0.161,-6.128,0,Banana Ghost - Man Man,0.068,112.867,4,https://api.spotify.com/v1/tracks/6foa5mMU2HkPR2bH70z4tQ,audio_features,spotify:track:6foa5mMU2HkPR2bH70z4tQ,0.964
0.451,https://api.spotify.com/v1/audio-analysis/0YgoNapnyIXuruBrzvoCSu,0.631,182533,0.746,0YgoNapnyIXuruBrzvoCSu,0,7,0.424,-5.439,1,Band of Gold - Freda Payne,0.0277,108.875,4,https://api.spotify.com/v1/tracks/0YgoNapnyIXuruBrzvoCSu,audio_features,spotify:track:0YgoNapnyIXuruBrzvoCSu,0.93
0.131,https://api.spotify.com/v1/audio-analysis/43OjswTQMkuvQQEP38Roxl,0.712,166960,0.705,43OjswTQMkuvQQEP38Roxl,1.34E-05,4,0.229,-5.033,1,Bandelero - Slightly Stoopid,0.0581,168.655,4,https://api.spotify.com/v1/tracks/43OjswTQMkuvQQEP38Roxl,audio_features,spotify:track:43OjswTQMkuvQQEP38Roxl,0.966
0.668,https://api.spotify.com/v1/audio-analysis/2yGoiZes2YcueNA4nGDmdS,0.572,267747,0.488,2yGoiZes2YcueNA4nGDmdS,0,4,0.11,-10.179,1,Bang Bang - Dispatch,0.124,132.142,5,https://api.spotify.com/v1/tracks/2yGoiZes2YcueNA4nGDmdS,audio_features,spotify:track:2yGoiZes2YcueNA4nGDmdS,0.642
0.0358,https://api.spotify.com/v1/audio-analysis/2U0zvszh4nKG92Q8TVnnhT,0.627,183507,0.919,2U0zvszh4nKG92Q8TVnnhT,0,10,0.0131,-2.056,0,Bang Bang - K\'naan / Adam Levine,0.192,179.976,4,https://api.spotify.com/v1/tracks/2U0zvszh4nKG92Q8TVnnhT,audio_features,spotify:track:2U0zvszh4nKG92Q8TVnnhT,0.777
0.0165,https://api.spotify.com/v1/audio-analysis/4E1zu77wpEEmIyligHzfpg,0.682,213773,0.948,4E1zu77wpEEmIyligHzfpg,8.10E-05,7,0.155,-5.288,1,Bang On The Drum - Todd Rundgren,0.0775,142.527,4,https://api.spotify.com/v1/tracks/4E1zu77wpEEmIyligHzfpg,audio_features,spotify:track:4E1zu77wpEEmIyligHzfpg,0.942
0.833,https://api.spotify.com/v1/audio-analysis/5qUxsld5bdqut4zm5dGuGI,0.395,173773,0.34,5qUxsld5bdqut4zm5dGuGI,4.37E-05,0,0.159,-6.66,1,Bankrupt On Selling - Modest Mouse,0.0309,153.644,3,https://api.spotify.com/v1/tracks/5qUxsld5bdqut4zm5dGuGI,audio_features,spotify:track:5qUxsld5bdqut4zm5dGuGI,0.0749
0.000784,https://api.spotify.com/v1/audio-analysis/3ZQK3zrHOHFZtgvIL6W2eW,0.635,324667,0.877,3ZQK3zrHOHFZtgvIL6W2eW,0.104,10,0.459,-8.546,0,Banquet (Phones Disco Edit) - Bloc Party,0.0444,149.959,4,https://api.spotify.com/v1/tracks/3ZQK3zrHOHFZtgvIL6W2eW,audio_features,spotify:track:3ZQK3zrHOHFZtgvIL6W2eW,0.921
0.000139,https://api.spotify.com/v1/audio-analysis/2YxXuCdbUpil3P7tRjhW1t,0.578,196613,0.892,2YxXuCdbUpil3P7tRjhW1t,0.0111,10,0.215,-7.952,0,Banquet - Bloc Party,0.0441,150.253,4,https://api.spotify.com/v1/tracks/2YxXuCdbUpil3P7tRjhW1t,audio_features,spotify:track:2YxXuCdbUpil3P7tRjhW1t,0.892
0.00195,https://api.spotify.com/v1/audio-analysis/1Ow9ZsMYJ1XmaXmUeKYJGT,0.687,251440,0.819,1Ow9ZsMYJ1XmaXmUeKYJGT,0.45,4,0.79,-4.709,0,Baptism - Crystal Castles,0.0428,119.976,4,https://api.spotify.com/v1/tracks/1Ow9ZsMYJ1XmaXmUeKYJGT,audio_features,spotify:track:1Ow9ZsMYJ1XmaXmUeKYJGT,0.191
0.00545,https://api.spotify.com/v1/audio-analysis/6cfiIs1lqqwM6LPBCtj1h3,0.572,233173,0.865,6cfiIs1lqqwM6LPBCtj1h3,0.00455,4,0.103,-8.82,0,Bar Tacuba - Café Tacvba,0.0352,161.926,4,https://api.spotify.com/v1/tracks/6cfiIs1lqqwM6LPBCtj1h3,audio_features,spotify:track:6cfiIs1lqqwM6LPBCtj1h3,0.925
0.447,https://api.spotify.com/v1/audio-analysis/0lm0rizD3o0PUhJjf3owjc,0.481,84907,0.162,0lm0rizD3o0PUhJjf3owjc,0.952,7,0.109,-23.685,0,Bard Dance - Enya,0.069,176.044,4,https://api.spotify.com/v1/tracks/0lm0rizD3o0PUhJjf3owjc,audio_features,spotify:track:0lm0rizD3o0PUhJjf3owjc,0.659
